Date,Product,Category,Region,Sales,Profit,Quantity
28-06-2027,Bookshelves,Furniture,North,296802.24,105933.4,13
30-06-2027,Desks,Furniture,West,127527.81,54999.23,6
01-07-2027,Lamps,Furniture,East,114073.16,46929.35,5
03-07-2027,Smartphones,Electronics,West,247760.51,42323.99,6
09-07-2027,Headphones,Electronics,North,755470.23,189311.1,14
14-07-2027,Rug,Home Decor,West,17456.35,7803.15,5
18-07-2027,Tablets,Electronics,North,242166.68,59523.35,5
21-07-2027,Tablets,Electronics,North,670934.87,276273.38,13
25-07-2027,Laptops,Electronics,North,138143.05,35805.7,4
26-07-2027,Headphones,Electronics,South,411803.59,108825.28,9
31-07-2027,Rug,Home Decor,South,4041.74,1240.06,2
01-08-2027,Monitors,Electronics,East,150257.94,29631.95,4
04-08-2027,Office Chairs,Furniture,North,166729.74,28422.19,12
07-08-2027,Office Chairs,Furniture,East,83565.29,36993.83,4
10-08-2027,Office Chairs,Furniture,East,42552.4,12467.03,2
10-08-2027,Sneakers,Clothing,East,45731.65,11336.51,11
12-08-2027,Office Chairs,Furniture,South,176904.15,54859.19,11
12-08-2027,Smartphones,Electronics,North,316074.51,87259.61,8
13-08-2027,Laptops,Electronics,South,417550.45,121659.96,8
16-08-2027,Wall Art,Home Decor,East,45830.6,15779.28,15
18-08-2027,Office Chairs,Furniture,South,223418.5,49207.58,9
22-08-2027,Wall Art,Home Decor,South,30282.47,10169.29,10
26-08-2027,T-Shirts,Clothing,East,42763.88,14687.17,9
28-08-2027,Wall Art,Home Decor,East,26905.32,7808.51,9
06-09-2027,Sofas,Furniture,South,121041.32,38721.99,8
08-09-2027,Jackets,Clothing,West,31169.62,8034.84,8
12-09-2027,Rug,Home Decor,West,26286.72,6263.35,13
14-09-2027,Clocks,Home Decor,South,11183.14,2529.55,4
18-09-2027,Laptops,Electronics,North,355534.15,73760.63,9
22-09-2027,Lamps,Furniture,South,49214.52,11345.03,3
26-09-2027,Headphones,Electronics,West,844947.02,155480.57,15
27-09-2027,Office Chairs,Furniture,North,236862.58,48027.68,13
04-10-2027,Clocks,Home Decor,East,16612.69,4927.1,5
04-10-2027,Sneakers,Clothing,West,59037.01,9935.56,15
04-10-2027,Wall Art,Home Decor,West,29931.06,13133.08,9
11-10-2027,T-Shirts,Clothing,West,17330.46,6845.85,5
12-10-2027,Bookshelves,Furniture,North,319116.88,131055.55,15
13-10-2027,Office Chairs,Furniture,East,20116.15,4406.13,1
14-10-2027,Jeans,Clothing,North,32780.41,13360.57,7
18-10-2027,Tablets,Electronics,East,392145.94,115841.42,8
22-10-2027,Rug,Home Decor,West,31408.33,7911.7,13
22-10-2027,Wall Art,Home Decor,North,42089.99,11172.34,13
24-10-2027,Office Chairs,Furniture,East,88147.05,14076.37,4
24-10-2027,Tablets,Electronics,West,375853.13,134973.12,9
29-10-2027,Monitors,Electronics,South,610705.85,162698.01,15
05-11-2027,Headphones,Electronics,North,241228.25,83737.88,6
06-11-2027,Dresses,Clothing,East,55842.4,20702.72,13
07-11-2027,Sneakers,Clothing,West,18595.18,2982.65,7
12-11-2027,Tablets,Electronics,East,539865.43,92942.46,11
14-11-2027,Monitors,Electronics,North,399747.65,160233.25,11
17-11-2027,T-Shirts,Clothing,East,40695.71,11544.03,9
20-11-2027,Office Chairs,Furniture,East,217206.36,76526.22,13
22-11-2027,T-Shirts,Clothing,West,6943.87,2457.27,2
26-11-2027,Bookshelves,Furniture,North,69633.57,25991.63,4
03-12-2027,Vases,Home Decor,East,43073.07,12808.21,12
05-12-2027,Vases,Home Decor,West,31945.82,7950.92,13
07-12-2027,Clocks,Home Decor,East,24723.02,8756.44,10
07-12-2027,Lamps,Furniture,South,252307.36,40350.8,13
08-12-2027,Dresses,Clothing,West,23081.32,10257.24,8
08-12-2027,T-Shirts,Clothing,South,51537.04,15756.41,11
08-12-2027,Dresses,Clothing,North,35482.65,9903.99,13
09-12-2027,Lamps,Furniture,West,120531.26,20800.46,9
12-12-2027,Office Chairs,Furniture,West,79725.58,29600.35,5
12-12-2027,Sneakers,Clothing,North,46239.41,10926.68,11
15-12-2027,Bookshelves,Furniture,North,147758.59,58560.04,7
19-12-2027,Jeans,Clothing,North,34501.97,14570.8,11
20-12-2027,Tablets,Electronics,North,662946.35,209233.95,15
21-12-2027,Sofas,Furniture,West,207050.78,61993.37,10
22-12-2027,Monitors,Electronics,West,131934.44,34887.89,3
23-12-2027,Jackets,Clothing,South,5542.71,1782.15,2
25-12-2027,Laptops,Electronics,East,121281.46,53142.63,2
01-01-2028,Smartphones,Electronics,East,664175.96,283245.31,12
02-01-2028,Smartphones,Electronics,East,208961.97,56145.9,4
05-01-2028,Clocks,Home Decor,North,29664.08,11610.38,14
06-01-2028,Smartphones,Electronics,North,105219.0,41293.62,2
06-01-2028,T-Shirts,Clothing,East,63006.26,15328.46,14
10-01-2028,Bookshelves,Furniture,South,21323.49,3580.12,1
11-01-2028,Lamps,Furniture,North,194688.57,36079.76,9
11-01-2028,Vases,Home Decor,South,30531.17,6201.6,13
16-01-2028,Jeans,Clothing,North,43778.31,9709.36,10
17-01-2028,Tablets,Electronics,North,88980.28,20589.42,2
18-01-2028,Jackets,Clothing,North,9019.59,2389.38,3
21-01-2028,Rug,Home Decor,North,20614.77,5764.07,10
22-01-2028,Jackets,Clothing,East,37497.14,12985.37,13
24-01-2028,Scented Candles,Home Decor,West,33476.49,9083.28,11
25-01-2028,Rug,Home Decor,West,11152.72,2156.85,4
25-01-2028,Vases,Home Decor,West,35782.54,15188.32,12
26-01-2028,Desks,Furniture,South,179233.21,68812.24,8
31-01-2028,Sofas,Furniture,East,67056.6,21437.67,3
31-01-2028,Vases,Home Decor,East,16653.75,5379.15,7
05-02-2028,Tablets,Electronics,South,61344.65,19895.49,1
05-02-2028,Office Chairs,Furniture,North,139301.76,26679.42,8
10-02-2028,Laptops,Electronics,East,278055.18,83537.52,6
11-02-2028,Jackets,Clothing,South,53472.64,19708.21,14
13-02-2028,Jeans,Clothing,East,23248.31,3586.31,5
13-02-2028,Office Chairs,Furniture,North,208355.63,73574.34,9
14-02-2028,Office Chairs,Furniture,South,41759.53,10636.4,3
16-02-2028,Lamps,Furniture,North,240759.59,96024.13,10
18-02-2028,Dresses,Clothing,West,54298.11,16879.37,11
20-02-2028,Smartphones,Electronics,North,308289.88,137508.48,7
20-02-2028,Vases,Home Decor,West,12448.57,4844.48,4
29-02-2028,Sofas,Furniture,North,173120.74,37083.26,12
02-03-2028,Jackets,Clothing,North,33457.3,8721.51,9
06-03-2028,Desks,Furniture,North,102030.57,25673.1,5
06-03-2028,Jeans,Clothing,North,4095.48,684.21,1
08-03-2028,Rug,Home Decor,South,8965.61,2073.61,4
09-03-2028,Dresses,Clothing,South,17072.46,5959.72,6
09-03-2028,Headphones,Electronics,South,670802.16,155851.03,11
11-03-2028,Monitors,Electronics,South,629527.5,151149.67,15
13-03-2028,Smartphones,Electronics,East,475993.16,92440.06,8
13-03-2028,Headphones,Electronics,South,457481.03,94512.82,9
13-03-2028,Smartphones,Electronics,East,370330.13,124024.57,8
24-03-2028,Jackets,Clothing,North,38352.27,7533.12,10
24-03-2028,Headphones,Electronics,North,231371.44,36284.7,5
26-03-2028,Laptops,Electronics,East,292493.93,68760.48,8
28-03-2028,Wall Art,Home Decor,West,30264.37,8194.16,12
31-03-2028,Tablets,Electronics,North,229157.5,99519.5,6
31-03-2028,Laptops,Electronics,East,507108.45,217314.46,10
01-04-2028,Sneakers,Clothing,South,58919.64,16015.99,13
02-04-2028,Desks,Furniture,North,146704.11,35159.27,7
06-04-2028,Clocks,Home Decor,East,24778.17,11116.52,7
06-04-2028,Lamps,Furniture,North,122556.82,18772.95,7
09-04-2028,Dresses,Clothing,South,28094.94,12405.53,8
09-04-2028,Jackets,Clothing,West,55072.02,13651.0,12
10-04-2028,Headphones,Electronics,West,73768.32,12766.25,2
13-04-2028,Dresses,Clothing,East,53921.01,22649.34,14
14-04-2028,Vases,Home Decor,North,41879.38,10418.02,12
18-04-2028,T-Shirts,Clothing,North,25151.86,6085.46,6
19-04-2028,Vases,Home Decor,South,21295.4,8857.42,7
23-04-2028,T-Shirts,Clothing,West,5966.24,2624.85,2
23-04-2028,Dresses,Clothing,South,19523.62,5729.3,4
23-04-2028,Bookshelves,Furniture,East,19711.95,6239.24,1
23-04-2028,Sofas,Furniture,South,245529.78,99808.15,10
24-04-2028,Tablets,Electronics,East,49640.24,17659.01,1
24-04-2028,Office Chairs,Furniture,North,75360.24,27393.68,5
25-04-2028,Sneakers,Clothing,West,30577.16,9934.74,7
25-04-2028,Scented Candles,Home Decor,South,38703.58,16335.4,13
26-04-2028,Desks,Furniture,West,266277.28,94047.91,11
07-05-2028,Bookshelves,Furniture,East,188262.82,68056.35,12
14-05-2028,Sofas,Furniture,South,72070.74,13576.92,5
19-05-2028,Headphones,Electronics,West,312746.28,108903.56,7
20-05-2028,Laptops,Electronics,West,715620.92,138555.06,15
21-05-2028,Sneakers,Clothing,West,10873.5,1639.01,4
23-05-2028,Sofas,Furniture,East,182007.18,41370.93,13
24-05-2028,Monitors,Electronics,East,787071.63,339762.3,15
25-05-2028,Dresses,Clothing,North,23010.31,5594.32,6
25-05-2028,Monitors,Electronics,South,605536.83,118841.62,10
29-05-2028,Smartphones,Electronics,North,498663.74,165504.15,9
30-05-2028,T-Shirts,Clothing,West,30489.4,5045.57,10
01-06-2028,Scented Candles,Home Decor,North,20061.52,8945.96,10
04-06-2028,Monitors,Electronics,North,510071.1,108802.02,13
05-06-2028,Sneakers,Clothing,West,48529.6,10948.26,14
06-06-2028,Sofas,Furniture,East,220425.29,61386.73,13
11-06-2028,Scented Candles,Home Decor,East,15063.25,4355.21,5
13-06-2028,Office Chairs,Furniture,South,298090.32,51756.56,15
13-06-2028,Smartphones,Electronics,South,332454.07,55841.82,7
25-06-2028,Desks,Furniture,South,13817.0,6151.06,1
01-07-2028,Vases,Home Decor,West,18543.95,5162.42,5
03-07-2028,Sneakers,Clothing,South,16689.39,5412.52,4
03-07-2028,Headphones,Electronics,North,371117.68,156543.57,8
04-07-2028,Laptops,Electronics,East,204909.27,78742.02,4
11-07-2028,Tablets,Electronics,North,334334.29,126606.41,9
12-07-2028,Headphones,Electronics,West,95278.86,21084.51,2
16-07-2028,Dresses,Clothing,West,54852.05,12396.24,14
16-07-2028,Smartphones,Electronics,East,777597.81,302279.36,13
17-07-2028,Scented Candles,Home Decor,North,8203.93,2671.29,3
19-07-2028,Jackets,Clothing,East,7795.99,1991.79,2
20-07-2028,Clocks,Home Decor,West,17939.61,7041.26,6
22-07-2028,Scented Candles,Home Decor,East,11022.13,3890.67,5
22-07-2028,Jeans,Clothing,East,31285.2,6218.85,8
30-07-2028,Jeans,Clothing,East,44834.06,15605.11,15
30-07-2028,Headphones,Electronics,North,700025.69,109746.9,13
31-07-2028,Sneakers,Clothing,South,21179.72,8364.9,6
31-07-2028,Wall Art,Home Decor,East,6799.55,1253.42,3
01-08-2028,Office Chairs,Furniture,East,107299.34,22844.6,8
03-08-2028,T-Shirts,Clothing,East,7645.49,3215.56,2
07-08-2028,Sneakers,Clothing,North,14730.2,6246.04,4
11-08-2028,Rug,Home Decor,South,13427.44,3395.23,5
12-08-2028,Rug,Home Decor,West,26009.3,7593.57,11
12-08-2028,Laptops,Electronics,North,57462.37,10856.5,1
13-08-2028,T-Shirts,Clothing,North,19565.93,7841.78,4
15-08-2028,Sneakers,Clothing,North,47438.31,14949.77,13
20-08-2028,Monitors,Electronics,East,766534.68,248042.52,14
21-08-2028,Wall Art,Home Decor,East,18675.54,3275.87,7
24-08-2028,Clocks,Home Decor,East,22985.4,6414.3,8
24-08-2028,Jackets,Clothing,East,12017.74,4562.44,4
25-08-2028,Rug,Home Decor,East,24906.28,10980.25,9
28-08-2028,Vases,Home Decor,East,13399.02,3320.81,4
31-08-2028,Vases,Home Decor,South,10088.68,4166.0,3
05-09-2028,Jeans,Clothing,West,43741.78,10487.98,10
07-09-2028,Sofas,Furniture,North,116273.4,22488.02,5
08-09-2028,Sneakers,Clothing,East,65394.75,17119.47,15
12-09-2028,Rug,Home Decor,East,40034.2,15776.27,11
15-09-2028,Monitors,Electronics,South,263169.02,56389.5,5
16-09-2028,Sneakers,Clothing,East,16201.31,3016.63,5
19-09-2028,Scented Candles,Home Decor,East,11419.83,4094.18,5
26-09-2028,Clocks,Home Decor,West,9146.14,2786.39,3
27-09-2028,Wall Art,Home Decor,North,29947.07,11190.21,9
28-09-2028,Rug,Home Decor,South,2596.44,663.58,1
01-10-2028,Sneakers,Clothing,West,70092.59,28803.57,15
03-10-2028,Sofas,Furniture,North,207241.03,89475.15,11
04-10-2028,Sneakers,Clothing,West,72558.22,29409.15,15
04-10-2028,Rug,Home Decor,North,40603.23,12972.03,14
08-10-2028,Vases,Home Decor,West,33216.83,11183.35,15
09-10-2028,Clocks,Home Decor,East,27310.8,7114.66,8
10-10-2028,Laptops,Electronics,West,87256.7,22092.24,2
14-10-2028,Scented Candles,Home Decor,West,17236.25,5017.34,5
14-10-2028,Laptops,Electronics,North,60755.29,23166.4,1
16-10-2028,Wall Art,Home Decor,West,25075.49,10454.62,11
17-10-2028,Headphones,Electronics,North,215672.39,76243.17,6
18-10-2028,Smartphones,Electronics,West,366890.62,65059.46,11
18-10-2028,Laptops,Electronics,East,414384.64,128834.67,11
25-10-2028,Bookshelves,Furniture,East,297129.98,75355.48,12
27-10-2028,Office Chairs,Furniture,East,263636.98,104567.57,14
30-10-2028,Jackets,Clothing,East,34837.11,14598.95,12
02-11-2028,Desks,Furniture,North,289159.57,93183.55,12
04-11-2028,Scented Candles,Home Decor,South,10933.53,4651.8,3
04-11-2028,Office Chairs,Furniture,West,171234.29,39649.29,7
06-11-2028,Smartphones,Electronics,South,344410.8,68207.36,9
08-11-2028,Bookshelves,Furniture,East,183321.17,42208.18,11
09-11-2028,Scented Candles,Home Decor,West,31222.12,10387.24,11
14-11-2028,Rug,Home Decor,North,31764.47,8956.62,9
16-11-2028,Sneakers,Clothing,East,36963.89,7753.73,8
19-11-2028,Headphones,Electronics,North,679830.8,275128.75,13
21-11-2028,Jeans,Clothing,East,13195.44,5437.02,3
21-11-2028,Rug,Home Decor,North,11607.66,1817.89,5
23-11-2028,Scented Candles,Home Decor,North,28086.01,4319.51,9
23-11-2028,Clocks,Home Decor,South,27925.2,6767.96,13
23-11-2028,Vases,Home Decor,North,31805.42,11682.76,12
26-11-2028,Jackets,Clothing,South,48941.45,14018.19,10
02-12-2028,Jeans,Clothing,South,5992.67,1253.56,2
03-12-2028,Sneakers,Clothing,South,43033.3,7548.72,10
08-12-2028,Smartphones,Electronics,South,522958.62,89360.88,10
12-12-2028,Clocks,Home Decor,South,44324.92,17294.88,14
15-12-2028,Scented Candles,Home Decor,North,6323.75,1719.19,2
22-12-2028,Dresses,Clothing,West,19523.41,4562.66,4
24-12-2028,Jackets,Clothing,East,60621.96,25099.44,15
24-12-2028,Rug,Home Decor,South,21497.64,3952.42,9
28-12-2028,Rug,Home Decor,South,33144.98,8751.0,11
01-01-2029,Sofas,Furniture,South,117917.0,42043.25,7
07-01-2029,Sofas,Furniture,East,15304.74,2536.3,1
07-01-2029,Lamps,Furniture,East,130875.14,24339.38,8
08-01-2029,Sneakers,Clothing,South,15561.72,4976.3,4
10-01-2029,Jackets,Clothing,West,4125.4,1805.47,1
12-01-2029,Bookshelves,Furniture,West,147640.48,56462.16,8
15-01-2029,Laptops,Electronics,East,824079.72,219169.74,14
16-01-2029,T-Shirts,Clothing,East,52320.75,10446.23,11
17-01-2029,Jeans,Clothing,West,41132.27,18276.71,9
19-01-2029,Rug,Home Decor,West,31094.11,13811.29,15
21-01-2029,Office Chairs,Furniture,North,175209.96,41492.59,11
28-01-2029,Smartphones,Electronics,West,296834.29,99714.77,6
28-01-2029,Vases,Home Decor,East,45400.68,11233.41,13
30-01-2029,Laptops,Electronics,West,280311.01,45483.91,6
31-01-2029,Bookshelves,Furniture,North,269702.79,106725.42,11
31-01-2029,Jeans,Clothing,West,17164.5,6720.69,5
06-02-2029,Desks,Furniture,West,123729.86,20003.92,9
07-02-2029,Jeans,Clothing,East,68588.69,20203.1,15
09-02-2029,Sofas,Furniture,North,193702.48,40951.37,9
09-02-2029,Dresses,Clothing,North,61457.25,15510.39,13
11-02-2029,Tablets,Electronics,South,253226.38,101042.7,7
12-02-2029,Wall Art,Home Decor,West,27784.64,4323.73,12
12-02-2029,Desks,Furniture,East,218003.69,70011.05,13
14-02-2029,Jeans,Clothing,West,59101.47,24370.44,13
15-02-2029,Bookshelves,Furniture,North,299232.91,109768.66,15
16-02-2029,Rug,Home Decor,West,54887.14,13815.7,15
18-02-2029,Dresses,Clothing,West,57959.84,15153.14,14
24-02-2029,Jackets,Clothing,North,41673.94,8219.06,15
26-02-2029,Wall Art,Home Decor,North,24844.79,6208.01,7
28-02-2029,Clocks,Home Decor,South,40727.16,7318.93,15
08-03-2029,Headphones,Electronics,East,252899.28,71740.65,6
13-03-2029,Jackets,Clothing,North,22434.86,10017.35,8
14-03-2029,Lamps,Furniture,North,45890.38,8167.07,2
18-03-2029,Vases,Home Decor,North,31957.41,10807.12,10
23-03-2029,Jeans,Clothing,North,46355.54,14024.71,11
26-03-2029,Scented Candles,Home Decor,South,28898.86,7655.06,12
28-03-2029,Jackets,Clothing,East,2721.41,445.05,1
02-04-2029,T-Shirts,Clothing,West,47758.66,14149.22,14
02-04-2029,Sneakers,Clothing,North,6323.46,1212.05,2
05-04-2029,Scented Candles,Home Decor,South,10326.61,4508.54,5
05-04-2029,Dresses,Clothing,North,59453.73,23874.3,14
06-04-2029,Sneakers,Clothing,East,31858.15,12993.43,7
09-04-2029,Headphones,Electronics,West,707643.18,124832.64,14
11-04-2029,Sneakers,Clothing,West,10058.82,2063.7,3
13-04-2029,Sneakers,Clothing,North,64977.55,12424.33,14
19-04-2029,Lamps,Furniture,South,79974.16,32193.59,4
21-04-2029,Laptops,Electronics,West,268796.19,88389.97,7
25-04-2029,Wall Art,Home Decor,South,20922.03,6746.17,7
26-04-2029,Clocks,Home Decor,West,21871.93,6910.82,9
27-04-2029,Bookshelves,Furniture,North,220163.86,67364.88,12
29-04-2029,Rug,Home Decor,South,4445.94,1635.77,2
05-05-2029,Monitors,Electronics,East,150428.49,63052.49,4
06-05-2029,Jeans,Clothing,West,37286.59,9604.17,12
11-05-2029,Clocks,Home Decor,East,2630.56,872.78,1
13-05-2029,Sneakers,Clothing,South,64391.9,23647.87,13
17-05-2029,Headphones,Electronics,West,117830.94,33157.05,2
19-05-2029,Jeans,Clothing,East,53481.78,8081.69,15
22-05-2029,Vases,Home Decor,South,23220.9,8291.8,9
24-05-2029,T-Shirts,Clothing,South,28422.38,6318.99,8
28-05-2029,Vases,Home Decor,East,29853.94,8526.21,11
29-05-2029,T-Shirts,Clothing,South,49736.44,10145.15,10
29-05-2029,Lamps,Furniture,South,206481.45,77873.41,12
29-05-2029,Clocks,Home Decor,North,10979.46,4237.09,4
03-06-2029,Sneakers,Clothing,West,25671.67,5477.43,7
04-06-2029,Monitors,Electronics,North,367107.97,69461.41,7
08-06-2029,Sneakers,Clothing,East,48240.02,21209.1,12
09-06-2029,Headphones,Electronics,East,222983.53,43983.76,6
10-06-2029,Bookshelves,Furniture,West,144451.16,62218.04,6
12-06-2029,Jeans,Clothing,West,31547.42,5632.95,11
13-06-2029,T-Shirts,Clothing,East,64516.0,19172.93,13
16-06-2029,T-Shirts,Clothing,West,3270.6,611.85,1
20-06-2029,Headphones,Electronics,South,401857.17,160901.67,10
20-06-2029,Smartphones,Electronics,North,227365.66,66609.46,4
22-06-2029,Bookshelves,Furniture,North,96533.96,18028.35,6
24-06-2029,T-Shirts,Clothing,West,32991.82,11855.98,9
25-06-2029,Sneakers,Clothing,North,2885.16,624.93,1
29-06-2029,Tablets,Electronics,East,516754.33,129147.55,12
29-06-2029,Sneakers,Clothing,South,29607.67,9556.4,10
30-06-2029,Wall Art,Home Decor,North,6756.15,2154.21,3
30-06-2029,Smartphones,Electronics,South,340805.03,76481.46,8
01-07-2029,Smartphones,Electronics,West,61823.22,14192.2,1
04-07-2029,Tablets,Electronics,East,481220.14,179843.97,12
05-07-2029,T-Shirts,Clothing,South,27599.14,10706.55,6
11-07-2029,Smartphones,Electronics,South,741729.0,158253.13,12
11-07-2029,Headphones,Electronics,South,590968.92,147485.19,15
13-07-2029,Headphones,Electronics,South,335343.52,106501.48,7
14-07-2029,Monitors,Electronics,West,243422.4,74373.29,7
14-07-2029,Bookshelves,Furniture,North,142503.0,62754.03,6
14-07-2029,Smartphones,Electronics,West,572389.79,217190.5,12
15-07-2029,Bookshelves,Furniture,East,157690.85,39915.85,8
15-07-2029,Scented Candles,Home Decor,North,22158.92,6879.24,7
19-07-2029,Smartphones,Electronics,West,643272.42,200037.41,11
22-07-2029,Clocks,Home Decor,South,28628.03,10169.03,12
23-07-2029,Desks,Furniture,South,295115.18,122303.07,13
24-07-2029,Desks,Furniture,East,80289.53,36105.04,5
26-07-2029,Clocks,Home Decor,East,29259.53,11336.52,14
03-08-2029,Vases,Home Decor,East,9729.7,1909.39,4
08-08-2029,Wall Art,Home Decor,South,21180.57,5242.51,9
10-08-2029,Headphones,Electronics,West,716821.76,189505.7,12
12-08-2029,Sneakers,Clothing,East,13399.94,2439.21,3
12-08-2029,Monitors,Electronics,North,507700.83,109574.48,11
16-08-2029,Jeans,Clothing,East,2656.21,1048.18,1
19-08-2029,Sneakers,Clothing,North,28781.21,5469.99,10
21-08-2029,Sofas,Furniture,South,136150.34,40125.19,9
22-08-2029,Desks,Furniture,North,39838.57,17680.56,2
23-08-2029,Sofas,Furniture,North,248894.42,76354.51,14
23-08-2029,Desks,Furniture,North,65210.15,22732.7,3
24-08-2029,Jeans,Clothing,North,21930.72,5153.15,6
03-09-2029,Office Chairs,Furniture,East,48717.1,15259.39,2
04-09-2029,Desks,Furniture,East,209599.44,75446.17,10
05-09-2029,Bookshelves,Furniture,South,40244.47,13864.89,3
06-09-2029,Sneakers,Clothing,North,26130.94,6905.39,9
07-09-2029,Jeans,Clothing,South,19143.38,6143.82,6
09-09-2029,Desks,Furniture,East,299890.85,73117.73,15
13-09-2029,Lamps,Furniture,South,91722.07,14556.98,5
14-09-2029,Jackets,Clothing,South,47524.73,10531.76,11
15-09-2029,Lamps,Furniture,West,265209.6,83224.68,15
15-09-2029,T-Shirts,Clothing,East,19434.1,8374.06,5
16-09-2029,Wall Art,Home Decor,North,49975.39,16442.99,14
17-09-2029,Wall Art,Home Decor,West,18598.95,7413.77,6
18-09-2029,Sneakers,Clothing,West,67023.26,17643.8,14
20-09-2029,Dresses,Clothing,South,48758.29,21756.43,13
21-09-2029,Laptops,Electronics,West,446411.16,135696.22,8
27-09-2029,Scented Candles,Home Decor,North,33728.24,5284.23,12
30-09-2029,Wall Art,Home Decor,West,28273.06,7640.55,10
01-10-2029,Wall Art,Home Decor,South,10688.55,1856.67,5
03-10-2029,Vases,Home Decor,North,7062.5,2064.96,3
04-10-2029,Vases,Home Decor,South,20762.85,4831.41,8
04-10-2029,Smartphones,Electronics,West,626193.85,107477.5,11
07-10-2029,Laptops,Electronics,North,614478.86,171669.57,13
12-10-2029,Lamps,Furniture,East,110177.34,45284.12,8
13-10-2029,Tablets,Electronics,West,118647.4,29262.43,2
13-10-2029,Vases,Home Decor,West,25448.49,8707.04,11
20-10-2029,Sofas,Furniture,South,203851.97,43233.5,13
21-10-2029,Scented Candles,Home Decor,South,8640.31,1531.69,3
24-10-2029,Lamps,Furniture,West,120748.43,44968.91,6
30-10-2029,Office Chairs,Furniture,North,135091.7,28042.28,9
30-10-2029,Dresses,Clothing,South,39240.35,10301.33,10
01-11-2029,Sneakers,Clothing,West,37308.45,6202.58,8
01-11-2029,Bookshelves,Furniture,East,233555.56,38203.32,13
06-11-2029,Wall Art,Home Decor,South,24193.68,6451.26,8
10-11-2029,Rug,Home Decor,North,22279.88,4497.02,7
14-11-2029,Sofas,Furniture,South,299196.05,45335.17,15
16-11-2029,Lamps,Furniture,North,281488.93,64465.67,12
16-11-2029,Headphones,Electronics,West,370371.63,162418.63,7
25-11-2029,Scented Candles,Home Decor,South,44166.23,15814.52,12
27-11-2029,Smartphones,Electronics,West,650331.7,102753.1,15
30-11-2029,Wall Art,Home Decor,North,33585.9,7448.99,11
04-12-2029,Smartphones,Electronics,South,710159.54,253342.37,13
05-12-2029,Bookshelves,Furniture,East,248508.35,67751.04,15
05-12-2029,Scented Candles,Home Decor,West,36332.16,9862.73,15
11-12-2029,Monitors,Electronics,East,444210.16,187851.3,12
11-12-2029,Jackets,Clothing,South,15852.88,2542.91,4
14-12-2029,T-Shirts,Clothing,North,5639.28,2076.74,2
16-12-2029,T-Shirts,Clothing,West,41237.22,14573.34,15
17-12-2029,Jeans,Clothing,West,50031.36,22049.65,11
20-12-2029,Bookshelves,Furniture,South,282145.59,58700.2,13
20-12-2029,Office Chairs,Furniture,South,174595.61,31110.86,8
20-12-2029,Jackets,Clothing,East,49278.27,18689.05,14
21-12-2029,Desks,Furniture,South,13688.5,3518.66,1
23-12-2029,Bookshelves,Furniture,North,17049.23,2844.42,1
23-12-2029,Smartphones,Electronics,North,475525.16,78526.7,8
25-12-2029,Sneakers,Clothing,South,28906.45,12709.56,9
25-12-2029,Wall Art,Home Decor,West,20343.16,9036.46,8
27-12-2029,Jackets,Clothing,North,8576.64,2395.4,3
01-01-2030,Jackets,Clothing,East,43630.92,16471.58,14
01-01-2030,Tablets,Electronics,South,569819.14,244947.08,11
05-01-2030,Tablets,Electronics,East,412409.91,79782.55,8
06-01-2030,Desks,Furniture,East,99533.06,42198.16,5
13-01-2030,Jackets,Clothing,South,22517.58,6364.87,8
13-01-2030,Office Chairs,Furniture,South,65464.87,12163.78,3
15-01-2030,Laptops,Electronics,East,43010.73,15754.99,1
16-01-2030,Desks,Furniture,North,16652.26,4416.93,1
18-01-2030,Clocks,Home Decor,East,10566.85,4058.5,3
18-01-2030,Scented Candles,Home Decor,South,8197.13,1247.84,3
19-01-2030,Vases,Home Decor,South,31975.87,10516.28,10
20-01-2030,Scented Candles,Home Decor,North,9976.67,2342.68,4
26-01-2030,Laptops,Electronics,East,581554.23,199705.69,14
26-01-2030,Jeans,Clothing,East,8750.48,3373.16,3
28-01-2030,Monitors,Electronics,South,623985.84,166395.81,12
29-01-2030,Jeans,Clothing,North,11889.3,4530.35,4
31-01-2030,Laptops,Electronics,North,732154.9,144537.4,15
01-02-2030,Rug,Home Decor,North,16415.1,5737.61,6
01-02-2030,Laptops,Electronics,South,362190.49,104793.53,8
01-02-2030,Sneakers,Clothing,East,15162.05,2610.89,5
03-02-2030,Smartphones,Electronics,East,730414.71,238799.5,13
07-02-2030,Sneakers,Clothing,West,9291.97,2000.66,3
07-02-2030,Sneakers,Clothing,West,50767.48,17729.44,13
11-02-2030,Clocks,Home Decor,South,23039.28,7271.54,8
18-02-2030,Headphones,Electronics,South,56181.72,23356.83,1
20-02-2030,Monitors,Electronics,West,90479.1,17594.56,2
20-02-2030,Jeans,Clothing,North,47102.91,14235.57,12
21-02-2030,T-Shirts,Clothing,West,19623.72,7799.53,4
22-02-2030,Rug,Home Decor,North,35305.51,7815.35,10
23-02-2030,Bookshelves,Furniture,South,87747.09,27350.17,4
23-02-2030,Clocks,Home Decor,North,17557.25,2989.41,8
27-02-2030,Headphones,Electronics,West,449484.85,153742.92,10
28-02-2030,T-Shirts,Clothing,West,40628.36,11404.5,14
05-03-2030,Lamps,Furniture,East,239591.61,85530.82,10
07-03-2030,Office Chairs,Furniture,East,119586.87,34250.85,7
08-03-2030,Smartphones,Electronics,North,34991.49,13446.81,1
